time,action,power_mw,charge_mw,discharge_mw,soc_mwh,price_q10,price_q50,price_q90,spread,confidence
2026-04-30 15:30:00+03:00,idle,0.0,0.0,0.0,95.0,3.7840049593581564,31.65671407539675,66.98635163484518,63.20234667548702,high
2026-04-30 15:45:00+03:00,idle,0.0,0.0,0.0,95.0,4.27338929092684,33.39121939470772,66.22074092303261,61.947351632105764,high
2026-04-30 16:00:00+03:00,idle,0.0,0.0,0.0,95.0,9.163423391890282,34.98780955557281,66.99849343147949,57.835070039589205,high
2026-04-30 16:15:00+03:00,idle,0.0,0.0,0.0,95.0,12.388874117901,43.89663326596551,72.73521586405428,60.346341746153286,high
2026-04-30 16:30:00+03:00,idle,0.0,0.0,0.0,95.0,13.404070647705701,68.1006245246388,91.59928550055685,78.19521485285114,high
2026-04-30 16:45:00+03:00,idle,0.0,0.0,0.0,95.0,13.443778499098695,76.42148838124339,101.62827563670147,88.18449713760278,high
2026-04-30 17:00:00+03:00,idle,0.0,0.0,0.0,95.0,28.616477502323647,73.05691367972169,96.48642674182915,67.8699492395055,high
2026-04-30 17:15:00+03:00,idle,0.0,0.0,0.0,95.0,50.47969844221357,84.38054504621245,111.10026172702933,60.620563284815766,high
2026-04-30 17:30:00+03:00,idle,0.0,0.0,0.0,95.0,72.7429186531515,99.20714027337955,159.93931049807713,87.19639184492563,high
2026-04-30 17:45:00+03:00,idle,0.0,0.0,0.0,95.0,83.20155451479333,106.12993076519386,172.5840111447601,89.38245662996677,high
2026-04-30 18:00:00+03:00,idle,0.0,0.0,0.0,95.0,57.7681858860008,88.40661854049654,130.8688236544151,73.10063776841432,high
2026-04-30 18:15:00+03:00,idle,0.0,0.0,0.0,95.0,65.24877278017672,85.62466288090634,134.53947509833273,69.29070231815601,high
2026-04-30 18:30:00+03:00,idle,0.0,0.0,0.0,95.0,87.84963182238131,97.86036337238416,167.1163656311487,79.2667338087674,high
2026-04-30 18:45:00+03:00,discharge,50.0,0.0,50.0,81.842105,94.46283315817989,115.11918044842452,206.5780437569562,112.1152105987763,high
2026-04-30 19:00:00+03:00,idle,0.0,0.0,0.0,81.842105,82.17949663010303,100.8031201123741,179.429660668582,97.25016403847896,high
2026-04-30 19:15:00+03:00,discharge,50.0,0.0,50.0,68.684211,96.3191400552051,124.34731015787546,218.88812935554475,122.56898930033965,high
2026-04-30 19:30:00+03:00,discharge,50.0,0.0,50.0,55.526316,93.66150112874192,113.36009974092667,202.04643775982885,108.38493663108693,high
2026-04-30 19:45:00+03:00,discharge,50.0,0.0,50.0,42.368421,98.48615275438253,124.12786676664885,217.8815263993532,119.39537364497066,high
2026-04-30 20:00:00+03:00,discharge,50.0,0.0,50.0,29.210526,95.99262350813085,123.8017656888096,215.70711222162674,119.7144887134959,high
2026-04-30 20:15:00+03:00,idle,0.0,0.0,0.0,29.210526,93.90661516179075,110.40122953268911,203.49499790402584,109.58838274223508,high
2026-04-30 20:30:00+03:00,idle,0.0,0.0,0.0,29.210526,90.23483763389203,98.26868171282722,176.104323426705,85.86948579281298,high
2026-04-30 20:45:00+03:00,idle,0.0,0.0,0.0,29.210526,86.44795540769266,96.27597984286318,167.2664328497816,80.81847744208895,high
2026-04-30 21:00:00+03:00,discharge,50.0,0.0,50.0,16.052632,89.67831427406522,122.25825547318048,196.85093845585433,107.17262418178912,high
2026-04-30 21:15:00+03:00,discharge,42.0,0.0,42.0,5.0,88.30536192936691,111.29947991368489,183.6163176101642,95.31095568079729,high
2026-04-30 21:30:00+03:00,idle,0.0,0.0,0.0,5.0,88.49554441246752,110.1845536026034,188.96243158038232,100.46688716791479,high
2026-04-30 21:45:00+03:00,idle,0.0,0.0,0.0,5.0,86.42133696274348,99.4946831774593,156.74092095663025,70.31958399388677,high
2026-04-30 22:00:00+03:00,idle,0.0,0.0,0.0,5.0,84.50044729805026,97.6029569524497,162.26309124855769,77.76264395050742,high
2026-04-30 22:15:00+03:00,idle,0.0,0.0,0.0,5.0,85.1460600394626,94.3317359132556,159.44219701208692,74.29613697262432,high
2026-04-30 22:30:00+03:00,idle,0.0,0.0,0.0,5.0,82.96527052236904,90.760169517936,153.08172615457187,70.11645563220283,high
2026-04-30 22:45:00+03:00,charge,-39.473684,39.473684,0.0,14.375,75.07274526404473,88.45564848874642,147.48598442093805,72.41323915689333,high
2026-04-30 23:00:00+03:00,idle,0.0,0.0,0.0,14.375,71.91718274001832,93.91187173855326,162.90757875020412,90.9903960101858,high
2026-04-30 23:15:00+03:00,charge,-50.0,50.0,0.0,26.25,66.72324704590255,84.79345154925814,156.69276910078108,89.96952205487852,high
2026-04-30 23:30:00+03:00,charge,-50.0,50.0,0.0,38.125,56.050970337041356,78.3305104862568,144.81963153805904,88.7686612010177,high
2026-04-30 23:45:00+03:00,charge,-50.0,50.0,0.0,50.0,56.456290677605736,77.84871917370526,139.7411532750173,83.28486259741156,high
